"spam","to_multiple","from","cc","sent_email","time","image","attach","dollar","winner","inherit","viagra","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"0","1","1",1,"0",2012-01-03 15:34:13,0,0,0,"no",0,0,0,4.512,107,"1","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-03 15:40:07,1,1,9,"no",0,0,0,4.761,151,"1","0",0,"0",1,"big"
"0","1","1",0,"1",2012-01-03 13:57:27,0,0,0,"no",0,0,0,0.64,19,"1","0",0,"0",0,"none"
"0","0","1",0,"0",2012-01-03 17:06:48,0,0,0,"no",0,0,0,4.04,76,"1","0",0,"0",4,"small"
"0","0","1",1,"1",2012-01-03 17:36:42,0,0,0,"no",0,0,0,1.401,41,"1","1",0,"0",0,"small"
"0","0","1",3,"1",2012-01-03 17:38:31,0,0,0,"no",0,0,0,9.273,248,"1","1",0,"0",0,"small"
"0","0","1",0,"0",2012-01-03 17:40:26,0,0,0,"no",0,0,2,89.27,1582,"1","0",0,"0",139,"big"
"0","1","1",0,"1",2012-01-03 17:01:24,0,0,0,"no",0,0,0,1.389,37,"1","0",1,"0",8,"small"
"0","0","1",0,"0",2012-01-03 23:07:04,0,0,6,"no",0,0,0,8.475,279,"1","0",0,"0",2,"small"
"0","0","1",2,"1",2012-01-03 20:21:48,1,1,0,"no",0,0,0,0.623,17,"1","1",0,"0",4,"big"
"0","0","1",1,"1",2012-01-03 20:45:00,0,0,0,"no",0,0,0,1.132,33,"1","1",0,"0",4,"small"
"0","0","1",1,"1",2012-01-03 21:11:48,0,0,0,"no",0,0,0,2.753,68,"1","1",1,"0",16,"small"
"0","0","1",0,"1",2012-01-03 21:34:24,0,0,2,"no",0,0,0,6.133,143,"1","1",0,"0",0,"small"
"0","0","1",0,"1",2012-01-03 22:22:29,0,0,0,"no",0,0,0,1.589,38,"1","1",0,"0",0,"small"
"0","0","1",0,"1",2012-01-03 23:09:10,0,0,0,"no",0,0,0,0.932,21,"1","0",0,"0",2,"none"
"0","0","1",0,"0",2012-01-03 20:13:02,0,0,0,"no",0,0,0,8.756,145,"1","0",0,"0",1,"small"
"0","0","1",0,"0",2012-01-04 07:01:52,0,0,0,"no",0,0,0,3.621,82,"1","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-04 10:51:48,0,1,0,"no",0,0,0,10.398,130,"1","0",0,"0",2,"small"
"0","0","1",0,"0",2012-01-04 10:49:52,0,0,0,"no",0,0,0,2.454,61,"0","0",0,"0",1,"small"
"0","0","1",0,"1",2012-01-04 06:03:37,0,1,0,"no",0,0,0,0.347,18,"0","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-04 06:16:12,0,0,20,"no",0,0,0,17.405,233,"1","0",0,"0",18,"small"
"0","0","1",0,"0",2012-01-04 06:21:20,0,0,0,"no",0,0,0,10.952,309,"1","0",0,"0",3,"big"
"0","0","1",0,"0",2012-01-04 11:27:36,0,0,0,"no",0,0,0,15.829,242,"1","0",0,"0",4,"small"
"0","1","1",1,"0",2012-01-04 06:24:39,0,0,0,"no",0,0,0,2.927,74,"0","1",0,"0",1,"small"
"0","1","1",1,"0",2012-01-04 07:09:29,0,0,0,"no",0,0,0,15.038,297,"1","1",0,"0",4,"big"
"0","1","1",0,"1",2012-01-04 06:31:02,0,0,2,"no",0,0,0,2.404,75,"1","0",0,"0",4,"small"
"0","0","1",6,"1",2012-01-04 06:39:30,0,0,2,"no",0,0,0,4.373,120,"1","1",0,"0",7,"small"
"0","0","1",0,"1",2012-01-04 14:03:40,0,0,0,"no",0,0,0,4.995,130,"1","1",0,"0",8,"small"
"0","1","1",4,"0",2012-01-04 08:04:49,0,0,0,"no",0,0,0,4.337,94,"0","1",0,"0",1,"small"
"0","0","1",5,"0",2012-01-04 08:20:40,0,0,0,"no",0,0,0,4.736,109,"0","1",0,"0",2,"small"
"0","0","1",0,"0",2012-01-04 09:01:13,0,0,0,"no",0,0,0,3.215,183,"1","0",0,"0",0,"big"
"0","0","1",0,"1",2012-01-04 06:03:05,0,0,0,"no",0,0,0,16.51,394,"1","1",0,"0",8,"small"
"0","0","1",0,"0",2012-01-04 06:15:49,0,0,0,"no",0,0,0,6.717,114,"1","0",0,"0",1,"small"
"0","0","1",0,"1",2012-01-04 06:19:16,0,0,0,"no",0,0,0,21.705,551,"1","1",0,"0",8,"small"
"0","0","1",0,"1",2012-01-04 06:40:12,0,0,0,"no",0,0,0,27.071,721,"1","1",0,"0",10,"small"
"0","0","1",1,"0",2012-01-04 09:58:32,0,0,0,"no",0,0,0,6.056,141,"0","1",0,"0",3,"small"
"0","0","1",0,"0",2012-01-04 10:54:46,0,0,0,"no",0,0,0,1.653,25,"1","0",0,"0",0,"small"
"0","0","1",0,"1",2012-01-04 08:10:01,0,0,0,"no",0,0,0,31.112,875,"1","1",0,"0",16,"small"
"0","0","1",0,"1",2012-01-04 10:15:36,0,0,0,"no",0,0,0,7.193,148,"1","1",0,"0",10,"small"
"0","0","1",2,"1",2012-01-04 11:16:21,0,0,0,"no",0,0,0,6.264,135,"1","1",0,"0",4,"big"
"0","0","1",0,"1",2012-01-04 11:49:54,0,0,0,"no",0,0,0,12.862,333,"1","1",0,"0",4,"small"
"0","0","1",1,"1",2012-01-04 17:10:53,0,0,0,"no",0,0,0,7.861,242,"1","1",0,"0",7,"small"
"0","0","1",0,"1",2012-01-04 12:17:16,0,0,0,"no",0,0,0,17.06,426,"1","1",0,"0",8,"small"
"0","1","1",0,"1",2012-01-04 12:27:31,0,0,0,"no",0,0,0,5.887,89,"0","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-04 13:19:00,0,0,0,"no",0,0,0,23.172,456,"1","0",0,"0",57,"small"
"0","0","1",0,"0",2012-01-04 13:48:03,0,0,0,"no",0,0,0,8.544,172,"1","0",0,"0",2,"big"
"0","0","1",0,"0",2012-01-04 18:59:27,0,0,4,"no",0,0,0,1.041,31,"0","0",0,"0",2,"small"
"0","0","1",0,"0",2012-01-04 19:03:44,0,0,4,"no",0,0,0,1.041,31,"0","0",0,"0",2,"small"
"0","0","1",0,"0",2012-01-04 19:04:18,0,0,5,"no",0,0,1,17.853,345,"1","0",1,"0",18,"small"
"0","0","1",0,"0",2012-01-04 19:04:41,0,0,5,"no",0,0,1,17.853,345,"1","0",1,"0",18,"small"
"0","0","1",0,"0",2012-01-04 19:20:13,0,0,0,"no",0,0,0,24.202,680,"1","0",0,"0",4,"small"
"0","1","1",0,"0",2012-01-04 14:49:46,0,0,0,"no",0,0,0,8.347,202,"1","0",0,"0",5,"big"
"0","0","1",0,"1",2012-01-04 14:23:47,0,0,0,"no",0,0,0,44.591,1307,"1","0",0,"0",36,"big"
"0","0","1",0,"1",2012-01-04 15:37:49,0,0,0,"no",0,0,0,9.374,252,"1","1",0,"0",2,"big"
"0","0","1",0,"0",2012-01-04 13:45:31,0,0,0,"no",0,0,0,3.416,57,"1","0",0,"0",0,"big"
"0","0","1",0,"1",2012-01-04 13:50:45,0,0,8,"no",0,0,0,11.615,210,"1","1",0,"0",4,"small"
"0","0","1",4,"1",2012-01-04 17:42:54,0,0,2,"no",0,0,0,4.01,118,"1","1",0,"0",6,"small"
"0","1","1",0,"0",2012-01-04 16:31:22,0,0,0,"no",0,0,0,9.816,130,"0","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-04 16:05:29,0,0,7,"no",0,0,0,10.996,213,"1","0",0,"0",5,"big"
"0","0","1",0,"0",2012-01-04 19:00:07,0,0,0,"no",0,0,0,6.39,154,"1","0",1,"0",0,"none"
"0","0","1",0,"0",2012-01-04 21:29:50,0,0,22,"no",0,0,0,20.191,266,"1","0",1,"0",30,"small"
"0","1","1",0,"1",2012-01-04 21:22:04,20,20,0,"no",0,0,0,21.634,691,"1","0",0,"0",15,"big"
"0","1","1",0,"1",2012-01-04 21:24:36,0,0,0,"no",0,0,0,9.754,327,"1","0",0,"0",9,"big"
"0","0","1",0,"0",2012-01-05 01:27:33,0,0,0,"no",0,0,2,10.366,198,"1","0",0,"0",1,"big"
"0","0","1",0,"0",2012-01-05 09:06:40,0,0,4,"no",1,0,0,7.764,192,"1","0",0,"0",6,"small"
"0","0","1",0,"0",2012-01-05 02:41:12,0,0,0,"no",0,0,0,13.437,255,"1","0",0,"0",45,"small"
"0","0","1",0,"1",2012-01-05 06:38:26,0,0,0,"no",0,0,0,3.186,67,"1","1",0,"0",0,"small"
"0","1","1",0,"1",2012-01-05 06:56:10,0,0,0,"no",0,0,0,17.835,568,"1","1",0,"0",11,"big"
"0","1","1",0,"0",2012-01-05 08:01:14,1,1,0,"no",0,0,0,5.159,82,"0","0",0,"0",0,"small"
"0","0","1",7,"1",2012-01-05 07:25:33,0,0,0,"no",0,0,0,9.871,340,"1","0",0,"0",11,"big"
"0","0","1",0,"0",2012-01-05 05:25:02,0,0,0,"no",0,0,0,6.19,126,"1","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-05 08:44:29,0,0,0,"no",0,0,0,8.768,152,"1","0",0,"0",4,"small"
"0","0","1",0,"0",2012-01-05 14:06:31,0,0,6,"no",0,0,0,1.594,51,"0","0",1,"0",0,"small"
"0","0","1",6,"0",2012-01-05 09:47:46,0,0,0,"no",0,0,0,14.345,303,"1","1",0,"0",4,"big"
"0","0","1",0,"1",2012-01-05 10:24:00,0,0,0,"no",0,0,0,0.342,11,"0","1",0,"0",0,"small"
"0","0","1",0,"1",2012-01-05 11:12:10,0,0,0,"no",0,0,0,6.64,99,"0","1",0,"0",3,"small"
"0","0","1",0,"0",2012-01-05 11:32:25,0,0,8,"no",0,0,0,10.366,177,"1","0",1,"0",12,"small"
"0","0","1",0,"1",2012-01-05 12:07:23,0,0,0,"no",0,0,0,12.374,190,"0","1",0,"0",5,"small"
"0","0","1",0,"1",2012-01-05 12:09:50,0,0,0,"no",0,0,0,16.689,254,"0","1",0,"0",5,"small"
"0","0","1",1,"1",2012-01-03 12:39:06,0,0,0,"no",0,0,8,4.945,120,"1","0",0,"0",2,"small"
"0","0","1",0,"0",2012-01-04 12:24:30,0,0,0,"no",0,0,0,1.384,27,"1","0",0,"0",2,"small"
"0","0","1",1,"1",2012-01-04 17:58:22,0,0,0,"no",0,0,0,0.958,20,"1","0",1,"0",4,"none"
"0","0","1",0,"1",2012-01-05 08:21:00,0,0,0,"no",0,0,0,3.492,75,"1","1",0,"0",2,"small"
"0","1","1",0,"1",2012-01-05 16:51:09,0,1,0,"no",0,0,0,5.834,127,"1","0",0,"0",5,"small"
"0","1","1",0,"1",2012-01-05 09:24:47,0,0,0,"no",0,0,0,2.71,74,"1","0",0,"0",0,"small"
"0","0","1",1,"1",2012-01-05 12:49:53,0,0,0,"no",0,0,0,3.231,91,"1","1",0,"0",0,"small"
"0","0","1",0,"0",2012-01-05 14:42:02,0,0,0,"no",0,0,0,3.717,72,"1","0",0,"0",0,"small"
"0","0","1",1,"1",2012-01-05 13:34:21,0,0,0,"no",0,0,0,33.748,815,"1","1",0,"0",71,"big"
"0","1","1",0,"0",2012-01-05 14:03:57,0,0,0,"no",0,0,0,2.93,45,"0","0",1,"0",3,"small"
"0","1","1",0,"0",2012-01-05 14:04:09,0,0,0,"no",0,0,0,8.014,113,"0","0",0,"0",0,"small"
"0","1","1",35,"0",2012-01-05 13:04:44,0,0,0,"no",0,0,0,4.462,85,"0","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-05 14:19:40,0,0,2,"no",0,0,0,26.777,435,"1","0",1,"0",7,"small"
"0","0","1",0,"0",2012-01-05 20:00:28,0,0,0,"no",0,0,0,17.292,390,"1","0",0,"0",29,"small"
"0","0","1",0,"0",2012-01-05 20:08:08,0,0,0,"no",0,0,0,10.004,197,"1","0",0,"0",0,"big"
"0","0","1",0,"0",2012-01-05 15:00:33,0,0,8,"no",0,0,0,101.727,2189,"1","0",0,"0",23,"small"
"0","0","1",1,"1",2012-01-05 15:19:25,0,0,0,"no",0,0,0,4.823,135,"1","1",0,"0",0,"small"
"0","0","1",0,"1",2012-01-05 18:23:11,0,0,2,"no",0,0,0,3.21,77,"1","1",0,"0",0,"small"
"0","0","1",1,"1",2012-01-05 18:41:11,0,0,0,"no",0,0,0,3.334,73,"1","1",1,"0",12,"small"
"0","0","1",0,"0",2012-01-05 13:15:32,0,0,0,"no",0,0,2,1.501,45,"1","0",0,"0",1,"small"
"0","0","1",0,"0",2012-01-05 21:00:13,0,0,0,"no",0,0,2,10.366,198,"1","0",0,"0",1,"big"
"0","0","1",0,"0",2012-01-05 22:29:35,0,0,12,"no",0,0,0,14.221,201,"1","0",0,"0",24,"small"
"0","0","1",0,"0",2012-01-06 06:22:34,0,0,0,"no",0,0,0,4.792,104,"1","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-06 06:49:12,0,0,4,"no",0,0,0,49.042,828,"1","0",0,"0",1,"small"
"0","0","1",0,"0",2012-01-06 02:58:25,1,1,0,"no",0,0,0,7.974,104,"0","0",0,"0",0,"none"
"0","0","1",0,"0",2012-01-06 09:03:30,0,0,4,"no",1,0,0,7.734,192,"1","0",0,"0",6,"small"
"0","0","1",0,"0",2012-01-06 02:42:11,0,0,0,"no",0,0,0,13.484,255,"1","0",0,"0",45,"small"
"0","1","1",0,"0",2012-01-05 14:28:45,0,0,0,"no",0,0,0,2.881,50,"0","0",0,"0",0,"small"
"0","1","1",0,"0",2012-01-06 07:45:02,0,0,0,"no",0,0,0,3.943,47,"0","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-06 09:28:38,0,0,2,"no",0,0,0,22.344,411,"1","0",0,"0",49,"small"
"0","0","1",0,"0",2012-01-06 10:53:39,0,0,10,"no",0,0,0,8.666,145,"1","0",1,"0",8,"small"
"0","0","1",0,"0",2012-01-06 08:57:55,0,0,0,"no",0,0,0,5.066,106,"1","0",1,"0",0,"small"
"0","1","1",0,"0",2012-01-06 13:14:47,0,0,0,"no",0,0,0,4.415,61,"0","0",0,"0",1,"small"
"0","0","1",0,"1",2012-01-06 14:09:22,0,0,0,"no",0,0,0,2.174,49,"1","1",0,"0",2,"small"
"0","0","1",0,"1",2012-01-06 14:10:25,0,0,0,"no",0,0,0,0.368,12,"1","0",0,"0",0,"small"
"0","0","1",0,"1",2012-01-06 14:18:13,0,0,0,"no",0,0,0,1.567,48,"1","1",0,"0",0,"small"
"0","0","1",0,"1",2012-01-06 14:19:45,0,0,0,"no",0,0,0,1.16,34,"1","1",0,"0",0,"small"
"0","0","1",0,"0",2012-01-06 19:21:50,0,0,0,"no",0,0,0,3.271,64,"1","0",0,"0",4,"none"
"0","0","1",0,"0",2012-01-06 14:22:02,0,0,0,"no",0,0,2,10.366,198,"1","0",0,"0",1,"big"
"0","0","1",0,"1",2012-01-06 14:36:01,0,0,0,"no",0,0,0,0.441,16,"1","1",0,"0",0,"small"
"0","0","1",0,"1",2012-01-06 14:40:12,0,0,0,"no",0,0,0,0.122,7,"0","1",0,"0",0,"small"
"0","1","1",0,"0",2012-01-06 15:14:50,0,0,0,"no",0,0,0,9.961,210,"1","0",0,"0",0,"big"
"0","0","1",0,"0",2012-01-06 12:41:32,0,0,0,"no",0,0,0,3.872,89,"1","0",0,"0",0,"big"
"0","0","1",0,"0",2012-01-06 15:50:16,0,0,0,"no",0,0,0,3.243,37,"1","0",0,"0",1,"small"
"0","0","1",0,"0",2012-01-06 16:29:29,0,0,0,"no",0,0,0,33.63,375,"1","0",0,"0",8,"small"
"0","0","1",0,"0",2012-01-06 18:41:36,0,0,0,"no",0,0,0,8.763,145,"1","0",0,"0",3,"small"
"0","0","1",0,"0",2012-01-07 06:18:27,0,0,0,"no",0,0,0,8.535,208,"1","0",0,"0",0,"small"
"0","0","1",0,"0",2012-01-07 09:00:09,0,0,8,"no",1,0,0,10.017,238,"1","0",0,"0",7,"small"
"0","0","1",0,"1",2012-01-07 06:57:02,0,0,4,"no",0,0,0,2.088,29,"1","0",0,"0",0,"big"
"0","0","1",0,"0",2012-01-07 12:29:16,0,0,23,"no",0,0,0,17.17,578,"1","0",0,"0",3,"small"
"0","0","1",0,"0",2012-01-07 12:29:16,0,0,0,"no",0,0,0,11.05,260,"1","0",0,"0",3,"small"
"0","0","1",0,"1",2012-01-07 08:15:25,0,0,4,"no",0,0,0,4.607,84,"1","1",0,"0",2,"big"
"0","0","1",0,"0",2012-01-07 05:32:30,0,0,0,"no",0,0,0,6.724,114,"1","0",0,"0",1,"small"
"0","1","1",0,"1",2012-01-07 07:38:21,1,1,0,"no",0,0,0,7.335,251,"1","0",0,"0",6,"big"
"0","0","1",0,"0",2012-01-07 05:44:17,0,0,0,"no",0,0,0,9.635,164,"1","0",0,"0",1,"small"
"0","0","1",0,"0",2012-01-07 06:21:24,0,0,0,"no",0,0,0,16.043,256,"1","0",0,"0",1,"small"
"0","0","1",0,"0",2012-01-07 06:28:08,0,0,0,"no",0,0,0,7.515,126,"1","0",0,"0",1,"small"
"0","0","1",0,"0",2012-01-07 06:39:46,0,0,0,"no",0,0,0,16.022,255,"1","0",0,"0",1,"small"
"0","1","1",0,"0",2012-01-07 10:18:18,0,0,0,"no",0,0,0,1.228,30,"0","0",0,"0",2,"small"
"0","0","1",0,"0",2012-01-07 07:51:29,0,0,0,"no",0,0,0,6.832,116,"1","0",0,"0",1,"small"
"0","0","1",0,"1",2012-01-07 08:17:45,0,0,0,"no",0,0,0,0.789,22,"0","1",0,"0",0,"small"
